Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;;;ALUPRE5580;480808740;ALU PREFERENCE;CTR-036619/0001;"CANON C3330i NS QTF11247 + Accessoires + CANON IR 4235i NS QXL09953 + Accessoires
";25/11/2016;28/02/2022;Mensuelle;63;12047,54;44,6;223
;;;A2CONS7067;818055329;A2 CONSEIL;CTR-037184/0001;"CANON IR C5235i NS JWF34558
";28/03/2017;30/06/2022;Trimestrielle;21;3098,85;8;180
;;;B2D332691;821694007;2DSO;CTR-039057/0001;"CANON IR C52535i NS JWF71343 
";23/01/2018;30/04/2023;Mensuelle;63;2568,64;14,37;49,49
;;;KAPPRO0782;820269751;KAPLAN PROJET;CTR-036839/0001;"CANON IR C3320I - NS QTT27007
";09/01/2017;30/06/2022;Trimestrielle;21;5456,81;283,36;311
;;;CEAUCH0366;000000000;CE AUCHAN BOULIAC;CTR-036683/0001;"Lexmark XC2132 NS 752713946C8YP
";08/12/2016;31/03/2022;Trimestrielle;21;1337,49;23,48;90
;;;CONSEI1532;781967195;CHATEAU LA CONSEILLANTE;CTR-037033/0001;"CANON IR C3325i NS QTS21130 + Accessoires
";23/02/2017;30/06/2022;Trimestrielle;21;5211,17;122,1;297
;;;MODUL2525;401414339;MODUL OUEST;CTR-037540/0001;"CANON C255i NS WKL08631 + Carte Fax
";04/07/2017;31/12/2022;Trimestrielle;21;3089;173,55;179,4
;;;HABCON3658;824784532;SARL HABITAT CONSULTING;CTR-037086/0001;"CANON IR5035 i NS GNY59105 + Accessoires
";03/03/2017;30/06/2022;Trimestrielle;21;3098,32;58;180
;;;CFADU3064;799320676;CFA DUCRETET;CTR-039325/0001;"CANON IR C3525i NS WSH21354 + Accessoires
";22/03/2018;30/06/2023;Trimestrielle;21;4096,67;26,44;238
;;Total PILI Florian;;;;;;;;;;694981,43;15700,44;35954,84
;;THIBOULET Jean-Michel;BEC35127;801618364;C3 BUREAU D'ETUDES FACADES;CTR-036112/0001;IR ADVANCE C3320 - NS QTT20667;04/08/2016;30/11/2021;Mensuelle;63;4152,18;72,26;80
;;;BERTAC3954;514118025;GROUPE BERTACCA;CTR-038382/0001;"CANON IR ADV C3525I NS WSH19087 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;7106,13;0;405
;;;CABFER1825;507521920;CABINET PIERRE FERRET;CTR-035448/0001;"CANON IR C3325I - NS QTS27074
";07/03/2016;30/06/2021;Trimestrielle;21;4286,75;117,41;249
;;;CAZAIL0008;401244546;SCP CAZAILLET COUTANT;CTR-031673/0001;TASKALFA 3010I - NS LCA3X00578;03/02/2014;30/06/2019;Trimestrielle;21;5605,95;251,35;319,5
;;;;;;CTR-034094/0001;"CANON IR C5235i  NS JWF87491_x000D_
";01/08/2015;30/09/2020;Trimestrielle;20;6356,71;303,69;384,12
;;;CAZAIL7105;401244546;SCP CAZAILLET COUTANT;CTR-037817/0001;"CANON IR C3525i NS WSH08509 + Accessoires
";25/07/2017;31/12/2022;Trimestrielle;21;5088,34;214,35;290
;;;CMB;352346258;CAPEA;CTR-026455/0004;Contrat Forfait Intégral - PARTENAIRES SA;18/12/2015;31/03/2021;Trimestrielle;21;5250,04;45,53;299,21
;;;;40487575900023;;CTR-029456/0004;Contrat Forfait Intégral - CLUB GYMNIQUE LORMONTAIS;01/07/2016;30/09/2021;Trimestrielle;21;2750,5;0;162,64
;;;;Pas de Siret;;CTR-026605/0004;Contrat Forfait Intégral - SYNDICAT CGT;17/07/2015;31/12/2020;Trimestrielle;21;2250;122,38;148,14
;;;;326905270;;CTR-030365/0005;Contrat Forfait Intégral - LES RUCHERS DE SARAH;18/07/2016;31/12/2021;Trimestrielle;21;3901,25;184,77;226,65
;;;;498855162;;CTR-037404/0004;Contrat Forfait Intégral - SAMAZEUILH ET CIE  ;24/05/2017;30/09/2022;Trimestrielle;21;1399,99;33,96;81,32
;;;;817385016;;CTR-032009/0007;Contrat Forfait Intégral - CM ENERGIE;01/01/2018;31/03/2023;Trimestrielle;21;3899,92;0;226,57
;;;;778116400;;CTR-026231/0008;Contrat Forfait Intégral  - DIC TECHNOLOGIES;22/11/2017;31/03/2023;Trimestrielle;21;5099,74;126,37;290,65
;;;;522635937;;CTR-030963/0004;Contrat Forfait Intégral - SCEV MOREAU;01/10/2017;31/12/2022;Trimestrielle;21;2499,83;0;145,23
;;;;42947877900037;;CTR-032629/0005;Contrat Forfait Intégral - AGENCE EPURE;09/11/2017;31/03/2023;Trimestrielle;21;6499,75;213,41;370,44
;;;DUPUY2861;441083649;DUPUY FRERES;CTR-034457/0001;"CANON IR C3320I - NS QTT02252_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;5599,12;49;357
;;;INTASS8980;340495126;INTERSERVICES ASSURANCES;CTR-033456/0001;"HP PROLIANT - NS CZ144804TD_x000D_
";21/01/2015;30/04/2020;Mensuelle;63;8821,79;59,19;166,82
;;;IZONAU7485;81283754000010;IZON AUTO MOTO;CTR-034982/0001;"LEXMARK XC2132 - NS 75273094698R4_x000D_
";23/11/2015;31/03/2021;Trimestrielle;21;2430,13;116,83;160
;;;LANGOI0106;21330226800015;MAIRIE DE LANGOIRAN;CTR-036396/0001;"CANON IR C3330I - NS QTF13137 MAIRIE ACCUEIL - QTF11040 MAIRIE SECRETARIAT  +  CANON IR 2530I - NS RNV41268 ECOLE ELEMENTAIRE - RNV41308 ECOLE MATERNELLE
";01/10/2016;31/12/2021;Trimestrielle;21;21539,29;0;1195
;;;LPGPR04782;807527924;LPG PROSOLS;CTR-033139/0001;COPIEUR IR ADVANCE C2225I - NS LYE21864;18/11/2014;29/02/2020;Mensuelle;63;6874,7;105,33;130
;;;MBAYON8411;213300353;MAIRIE BAYON SUR GIRONDE;CTR-029599/0001;IMAGE RUNNER 2520FR - NS : NUZ03711;11/12/2012;31/12/2017;Trimestrielle;20;1740;63,97;105
;;;;;;CTR-038068/0001;"TASKALFA 2551 CI NS LHD4718669 + Accessoires + TASKALFA 3011l NS V937710241
";01/01/2018;31/03/2023;Trimestrielle;21;6867,16;0;396
;;;MBL1080;44021466600016;MBL;CTR-034963/0001;"SHARP MX-M282N - NS 0500896X - 05031307_x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;5862,7;49;376
;;;MLOUPI9962;213302532;MAIRIE DE LOUPIAC;CTR-037462/0001;"SHARP MX-3050NEU NS 75037312 + SHARP MX-B382SF NS 4500314000 + KYOCERA 2550CI NS NUZ2602316
";01/07/2017;30/09/2022;Trimestrielle;21;8088,71;0;461
;;;MMOULI0904;213302961;MAIRIE DE MOULIETS;CTR-035779/0001;"CANON IMAGE RUNNER C3320i - NS QTT14428 + Accessoires_x000D_
";01/07/2016;30/09/2021;Trimestrielle;21;7361,21;49;422
;;;NOUCIT1710;328970579;STE NOUVELLE DE LA CITADELLE;CTR-035370/0001;"CANON IR C3320I - NS QTT10996_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;6660,17;49;381,83
;;;ODIFOR5519;531044063;ODI FORMATION;CTR-036077/0001;CANON IR ADV C3330 - NS QTF11882;20/07/2016;31/12/2019;Trimestrielle;13;4464,08;303,11;382
;;;OPB5965;449437292;OPB;CTR-032512/0001;"TASKALFA 2551ci - NS LHD4513150_x000D_
";19/09/2014;31/12/2019;Trimestrielle;21;5176,07;87,48;295
;;;;;;CTR-035237/0001;"CANON IR C3325I - NS QTS11442 - QTS11410_x000D_
Lexmark XC 2132 - NS 7527309468R2_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;15799,86;0;881
;;;PRUNIL1900;38067825000016;MAITRE PRUNILLE S.A.S.;CTR-031762/0001;COPIEUR SHARP MX-M354NSF - NS 35035830;10/02/2014;30/06/2019;Trimestrielle;21;3584,44;131,11;236
;;;;;;CTR-032387/0001;"COPIEUR SHARP MX-354 - NS 45009354_x000D_
MULTIFONCTION SHARP MX-M182 - NS 43015623 - 43015733";01/08/2014;31/12/2019;Trimestrielle;21;11618,86;475,4;717
;;;PRUNIL7380;380678250;CE FRANCE PRUNE/MAITRE PRUNILLE;CTR-030640/0001;MULTIFONCTION SHARP MX-3100N - NS 08003497;12/06/2013;30/09/2018;Trimestrielle;21;4259;58,46;280
;;;SETRAD8688;325282366;SETRADA;CTR-036113/0001;CANON IR ADV C 3330 - NS QTF11427 + Accessoires;03/08/2016;31/12/2021;Trimestrielle;21;5386,91;196,88;307
;;;SIAEPA6340;253302053;SIAEPA;CTR-035149/0001;"CANON IR C3330I - NS QTF04715_x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;10597,96;49;654
;;;STUVUE0696;38901316000038;STUDIO EN VUE;CTR-032247/0001;TASKALFA 3051 - NS L87431891;01/07/2015;30/06/2018;Mensuelle;48;4603,37;63,93;112
;;;SYNDIC2236;253301964;SIAEPA DU BOURGEAIS;CTR-036275/0001;"CANON IR C3330I - NS QTF12463 + Accessoires
";01/10/2016;31/12/2021;Trimestrielle;21;8509,82;0;485
;;;TEGRTA7045;78856719600019;TERRASSEMENTS ET GRANULATS;CTR-039662/0001;"CANON IPF 770 NS BAHN5629 + CANON IR C3525i NS XTV07419 + Accessoires
";14/06/2018;30/09/2023;Trimestrielle;21;8386,99;138,3;478
;;;GUILLO3620;301312260;ETS GUILLOT JEAN;CTR-039668/0001;"LexmarK XM1242 NS 70177530001ZR + SHARP MX-2314 NS 4509300Y
";01/07/2018;30/09/2023;Trimestrielle;21;5878,22;49;335
;;;SPBL8450;33448926700016;SPBL-SILO PORTUAIRE BX LETIERC;CTR-039511/0001;"Lexmark XM1140 NS 70157PLM1V1X6 - 70157PLM1V678 - 70157PLM1V67B - 70157PLM1V67R + Lexmark M1140 NS 45147PLM4LB20 - 45147PLM4LB2H + CANON IR C5250 NS JMN17659
";01/07/2018;30/09/2023;Trimestrielle;21;26239,78;0;1585
;;;FABM5008;348272238;FABM;CTR-036684/0001;"IPF 670 - NS BACR7961
";01/12/2016;31/12/2021;Trimestrielle;20;2927,07;59,64;177
;;;;;;CTR-038071/0001;"Solution Flux Bronze 3GO
";19/10/2017;31/01/2023;Mensuelle;63;11885,47;92,26;220
;;;ROUALE1670;833643042;SCM ODF 2ARL;CTR-038954/0001;"CANON IR C256i NS 2AJ02831
";28/12/2017;31/03/2023;Trimestrielle;21;3098,32;7,83;180
;;;DICTEC9902;778116400;DIC TECHNOLOGIES;CTR-038421/0001;"Lexmark XC4140 NS 75287190115PF
";22/11/2017;31/03/2023;Trimestrielle;21;1737,06;43,04;99
;;Total THIBOULET Jean-Michel;;;;;;;;;;282145,34;3982,24;15252,12
;Total Capea Bordeaux;;;;;;;;;;;5957880,56;99950,9700000001;306902,38
;Capea Brive;BARBARO Xavier;AIST2055;48529217100025;AIST 19;CTR-035527/0001;"CANON IR 1435I - NS RZH04277 OBJAT - RZH04284 UZERCHE_x000D_
";25/03/2016;30/06/2021;Trimestrielle;21;2430;12,31;160
;;;;;;CTR-039333/0001;"Solution Uniflow PME
";27/03/2018;30/06/2023;Trimestrielle;21;3003;10,94;197
;;;AQUITE9000;48346022600010;AQUITEX;CTR-039171/0001;"CANON IR C5535i NS WHR01456 + Accessoires
";13/02/2018;30/06/2023;Trimestrielle;21;11691;364,51;698
;;;CIASNO8040;262406580;C.I.A.S. DU PERIGORD NONTRONNAIS;CTR-030807/0001;COPIEUR CANON IR ADVANCE C5235I - NS JWF15009;01/07/2013;30/09/2018;Trimestrielle;21;10358;0;659
;;;CMB;45110411100013;CAPEA;CTR-016211/0010;Contrat Forfait Intégral - ETUDE DE ME PARISIEN;01/01/2016;31/03/2021;Trimestrielle;21;35900;0;2067,12
;;;;21240582300015;;CTR-030616/0002;"Contrat Forfait Intégral - MAIRIE DE VILLARS_x000D_
";01/06/2013;30/09/2018;Trimestrielle;21;6850;148,46;450,32
;;;;13001044000043;;CTR-031923/0001;Contrat Forfait Intégral - IFCE CHAMBERET;01/04/2014;30/06/2019;Trimestrielle;21;9200;0;567,73
;;;;50039121400011;;CTR-031924/0001;Contrat Forfait Intégral - ARGECA;01/04/2014;31/03/2019;Trimestrielle;20;7800;0;499,2
;;;;19190032300012;;CTR-034236/0001;AO Lycée Edmond PERRIER - XBO - ;01/07/2015;30/06/2020;Trimestrielle;20;35960;0;2075
;;;;20007894700013;;CTR-016348/0007;Contrat Forfait Intégral - SYNDICAT DE LA DIEGE;30/04/2018;30/09/2023;Trimestrielle;21;27164,65;1065,68;1564,14
;;;;48529217100025;;CTR-018163/0013;Contrat Forfait Intégral - AIST 19;23/04/2018;30/06/2021;Trimestrielle;12;18400;1349,26;1779,46
;;;;26192923600014;;CTR-020294/0008;Contrat Forfait Intégral - E.P.D.A. LE GLANDIER;01/04/2018;31/12/2019;Trimestrielle;7;15630;0;2453,9
;;;;22192720500197;;CTR-039196/0007;"CONSEIL DEPARTEMENTAL DE LA CORREZE MARCHE 2017 / 121 LOT 1 
Bon de commande 21801.011 - XBO - CANON IR C7565i + Accessoires X2  + CANON IMAGE RUNNER 6555I FR + Solution Uniflow

";01/03/2018;31/12/2021;Trimestrielle;15;26090,1;651;1953
;;;;22192720500197;;CTR-039196/0009;CG 19 MARCHE 2017 / 122 LOT 2 - Bon de commande 21803.065 - XBO - CANON IR C5235i NS JWF35901     ;01/04/2018;31/12/2021;Trimestrielle;15;1494;0;114
;;;;21240479200013;;CTR-018691/0007;Contrat Forfait Intégral - MAIRIE ST PARDOUX LA RIVIERE;01/10/2016;31/12/2021;Trimestrielle;21;9300;0;555,21
;;;;409902509;;CTR-037354/0004;Contrat Forfait Intégral - GARAGE DAMIEN BOULANGER;26/04/2017;30/09/2022;Trimestrielle;21;950;46,37;63,93
;;;;264600040;;CTR-036959/0001;"MAPA 2016-04 Location et maintenance des systèmes d’impression pour le CENTRE HOSPITALIER  de GOURDON - XBO - CANON IRAC5560i X 1 + IR 400fr x 11 + CANON C3330I X 6
 
";01/02/2017;31/01/2021;Trimestrielle;16;30126,69;0;2197,26
;;;;13001090300016;;CTR-037392/0001;"DIRECTION DEP DES TERRITOIRES
CANON IPF770  Site de Brive-240 €HT/TRIM-N° BAFK4316
CANON IPF770 Site de Tulle-240 €HT/TRIM-N° BAFK1803
CANON IPF770  Site d’Ussel-240 €HT/TRIM-N° BAFK4344
Scanner CANON M40 Site de Tulle-310 € HT/TRIM-N° K6101132
xbo
";01/02/2017;31/01/2020;Trimestrielle;12;10766;0;1030
;;;;479884140;;CTR-020099/0006;Contrat Forfait Intégral - AURECCO;01/01/2017;31/03/2022;Trimestrielle;21;15170,9;0;916,4
;;;;67672021200015;;CTR-033820/0011;Contrat Forfait Intégral - NOTARIAT SERVICES SA;01/01/2018;31/12/2020;Trimestrielle;12;68600;0;6399,42
;;;;330496043;;CTR-015334/0003;Contrat Forfait Intégral - SILAB;01/07/2017;30/06/2021;Trimestrielle;16;51530;0;3797,04
;;;;22192720500197;;CTR-039196/0003;"CONSEIL DEPARTEMENTAL DE LA CORREZE MARCHE 2017 / 122 LOT 2 COMMANDE TULLE - XBO - CANON IRA 4225
";01/03/2018;31/12/2021;Trimestrielle;15;1001,93;25;75
;;;;22192720500197;;CTR-039196/0005;"CONSEIL DEPARTEMENTAL DE LA CORREZE MARCHE 2017 / 122 LOT 2 COMMANDE TULLE - Bon de commande 21803.042 - XBO - CANON IRA 4225

";01/03/2018;31/12/2021;Trimestrielle;15;1001,93;25;75
;;;;22192720500197;;CTR-039196/0001;"CG 19 MARCHE 2017 / 122 LOT 2 - XBO - CANON IR  4225 X 40 + CANON IR 4235 X 15 + CANON IR 2225 X 7 + CANON IR 5235 X 3 
";01/03/2018;31/12/2021;Trimestrielle;15;74342,98;1855;5490
;;;COLLEH8030;19190568600017;COLLEGE UZERCHE GAUCELM FAÏDIT;CTR-035956/0001;"CANON IRAC 5240I - NS JPA22807 - CANON IR 1435I - NS RZH05686 + Accessoires_x000D_
";02/05/2016;30/09/2021;Trimestrielle;21;7374,82;294,07;446
;;;COSBRI1875;41111439000015;COS TERRITORIAUX BASSIN DE BRIVE;CTR-034128/0001;"SHARP MX-2600N - NS 08016852_x000D_
";08/06/2015;30/09/2020;Trimestrielle;21;2597,2;43,22;171
;;;COUDER3096;325213478;COUDERT MASSISERVICES SERIA;CTR-031344/0001;"COPIEUR IR ADVANCE C2225I - NS LYE06842_x000D_
COPIEUR CANON IRA C2230I - NS LYB03532_x000D_
TRACEUR CANON IPF750 - NS AALW0168";01/01/2014;31/12/2018;Trimestrielle;20;31582,19;0;1941
;;;HABONN5420;392539086;SARL HABONNEAU;CTR-033804/0001;"CANON IR 3580i - NS CZT09590_x000D_
";26/03/2015;30/06/2020;Trimestrielle;21;2278;59;150
;;;IFCE5936;13001044000019;I.F.C.E. DRH;CTR-031670/0001;IR ADVANCE C5250I - NS JMN14469;04/02/2014;30/06/2019;Trimestrielle;21;10598;406,93;654
;;;IFCE9730;13001044000266;I.F.C.E.;CTR-030429/0001;IR ADVANCE C5250I - NS : JMN05332;19/04/2013;30/09/2018;Trimestrielle;21;11003;561,54;700
;;;LAUDIS1017;31860490700069;LAUDIS AUTOMOBILES;CTR-032572/0001;"CANON IR C2225i - NS LYE22436_x000D_
IR 1024IF - NS DRQ39588_x000D_
";01/07/2014;30/09/2019;Trimestrielle;21;4705;49;300
;;;;;;CTR-034656/0001;"CANON IR C3325I - NS QTS01635_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;4140;49;264
;;;LEBERC0053;78171798800013;ASSOCIATION LE BERCAIL;CTR-036035/0001;"SHARP MX-2640NSF - NS 65038842 + Accessoires_x000D_
";01/07/2016;30/06/2021;Trimestrielle;20;6289,3;0;390
;;;LIANTS0555;381801844;LES LIANTS DU SUD OUEST;CTR-036279/0001;"CANON IR C3325i  NS QTS19744 + Accessoires
";21/09/2016;31/12/2021;Trimestrielle;21;3417,37;24,46;225
;;;LMB1633;38859584500016;LMB SAS;CTR-035278/0001;"CANON 2520 - NS RML30259 - RML30293._x000D_
CANON IR C3330I - NS QTF05888. _x000D_
CANON C5235i - NS JWF91882._x000D_
PLOTWAVE 340/360 - NS 0330809465._x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;64456;0;3600
;;;LNAVES6456;19190624700017;LEGTA TULLE-NAVES;CTR-035196/0001;"CANON IRA 6255 I - NS NMY15992. IRA 500i -NS QLN02993. IR 6055 - NS HUX14776. _x000D_
IRC 5030 - NS GNH10610. IRC 3580 - NS CZT11578. IR 1022 - NS TJG27147X. _x000D_
IR 6055 - NS GEJ00508. IRC 2225 - NS LXE23453. IRC 2380 - NS DCF45136._x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;63775,7;0;3562
;;;LYCEE0405;19460028400013;LYCÉE LOUIS VICAT;CTR-035917/0001;"CANON IR C5235i - NS WGR21673 + Accessoires - CANON IR 4225I - NS QXM13027_x000D_
CANON 4235i - NS QXL08644 - IMAGE RUNNER 6555i - NS SMF01041_x000D_
";20/06/2016;19/06/2019;Trimestrielle;12;17776,11;0;1666,6
;;;MALHER5757;43452235500016;SIMONE MAHLER;CTR-030810/0001;COPIEUR IR ADVANCE C5250I - NS JMN06561;19/07/2013;31/12/2018;Trimestrielle;21;15361,29;733,57;912
;;;MANNES6122;212400105;MAIRIE D'ANNESSE ET BEAULIEU;CTR-031765/0001;"CANON IR ADVANCE C5235I - NS JWF42284_x000D_
IR 3225N - NS DFK20644";04/03/2014;30/06/2019;Trimestrielle;21;7783;198,33;480
;;;MBOUZ4696;21240063400011;MAIRIE BOUZIC;CTR-032411/0001;"CANON IRAC C 2220 - NS LYK52139_x000D_
";01/10/2014;31/12/2019;Trimestrielle;21;4510,76;49;291
;;;MMIALL8420;21240269700016;MAIRIE DE MIALLET;CTR-030047/0001;MULTIFONCTION SHARP MX-2310U - NS : 25029287;01/04/2013;30/06/2018;Trimestrielle;21;7069;0;469
;;;MRMARE6200;26240574900017;RESIDENCE DE LA BELLE EHPAD;CTR-035460/0001;"MULTIFONCTION SHARP MX-2640NSF - NS 55048260 - SHARP MX-2600 - NS 0800585Y_x000D_
";01/04/2016;31/03/2021;Trimestrielle;20;5785;0;382
;;;PEUGEO6464;57198038200048;PEUGEOT SERREAU SAS;CTR-035971/0001;"CANON IR C3330I - NS QTF11164 - QTF11168 - QTF11179 _x000D_
CANON IRA 400i - NS QLC27599 - QLC27547_x000D_
CANON IRA 500i - NS QLN03517_x000D_
";01/07/2016;30/06/2020;Trimestrielle;16;23070;0;1700
;;;SILAB5841;330496043;SILAB;CTR-032573/0001;"CANON IR 400i -NS QLC07600_x000D_
4 CANON IR1730i - NS : QFP05275 - QFP05298 - QFP05292 - QFP05280_x000D_
3 CANON IR C250i - NS : QNW03010 - QNW03044 - QNW02598_x000D_
";01/10/2014;30/09/2019;Trimestrielle;20;13031;49;834
;;;SIMAH0284;451195325;SIMAH S.A.S.U.;CTR-030809/0001;COPIEUR CANON IR ADVANCE 4035I - NS HRX04577;19/07/2013;31/12/2018;Trimestrielle;21;3368,7;160,87;200
;;;;;;CTR-035251/0001;"CANON IR 1435I - NS RZH02672_x000D_
";01/02/2016;30/06/2021;Trimestrielle;21;2093,8;82,42;125
;;;;;;CTR-035252/0001;"CANON IR C3325I - NS QTS10838_x000D_
";01/02/2016;30/06/2021;Trimestrielle;21;8040,2;316,48;480
;;;;;;CTR-037149/0001;"CANON IR 4225I NS QXM17124 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;5904,82;0;340
;;;SIMAH4500;45119532500027;SIMAH GROUPE SOTHYS;CTR-035247/0001;"CANON IR 4225I - NS QXM11250 + Accessoires_x000D_
";27/01/2016;30/06/2021;Trimestrielle;21;5695,14;242,86;340
;;;SIORAT6265;676820137;SIORAT ET CIE;CTR-033076/0001;"CANON IR C2225i - NS LYE54467_x000D_
";01/11/2014;31/12/2018;Trimestrielle;16;3073;167,75;253
;;;;;;CTR-035464/0001;"CANON IRAC5255i - NS JMC19274 - CANON IR 4235i - NS QXL08278_x000D_
";16/03/2016;31/03/2020;Trimestrielle;16;14977,19;202,2;1150
;;;;;;CTR-035729/0001;CANION IR C3320i - NS QTT11750;13/05/2016;30/06/2020;Trimestrielle;16;3125,81;129,23;240
;;;SORED8820;34517577200036;SOREDEC;CTR-030927/0001;CANON IR ADVANCE 4035I - NS : HRX04574;27/08/2013;31/12/2018;Trimestrielle;21;3368,7;76,09;200
;;;SOTHYS0023;45117080700023;SOTHYS PARIS S.A.S.U.;CTR-037276/0001;"CANON IRAC 5550i NS WHL05270
";01/04/2017;30/06/2022;Trimestrielle;21;11184,43;0;644
;;;SOTHYS0723;451170807;SOTHYS PARIS S.A.S.U.;CTR-030879/0001;CANON IR ADVANCE C5235I - NS : JWF19621;02/08/2013;31/12/2018;Trimestrielle;21;11453,6;443,48;680
;;;SOTHYS4500;582062071;SOTHYS INTERNATIONAL;CTR-033354/0001;"CANON IR 4235i - NS QXL03255_x000D_
SITE DES RECOLLETS_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;8408,71;0;502
;;;;;;CTR-033355/0001;"CANON IR C5235i - NS JWF69161_x000D_
SITE BHV 3A_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;8710,22;0;520
;;;;;;CTR-035246/0001;"CANON IR 4225I - NS QXM11256 + Accessoires_x000D_
";27/01/2016;30/06/2021;Trimestrielle;21;5695,14;242,86;340
;;;;;;CTR-032319/0001;"HP LASERJET PRO M451DN - NS CNFF33893_x000D_
HP LASERJET PRO  M475 - NS CND8FDG7JX_x000D_
_x000D_
";01/07/2014;30/09/2017;Trimestrielle;13;8773;49;800
;;;;;;CTR-037157/0001;"CANON IRAC5550i NS WHL05227 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;12643,27;0;728
;;;SOTHYS9689;45269901000016;SNC SOTHYS AURIAC;CTR-032240/0001;CANON IR ADVANCE 400I - NS PYC00628;01/07/2014;30/09/2019;Trimestrielle;21;2566,91;0;171
;;;SIORAT6266;676820137;ENTREPRISE SIORAT;CTR-039708/0001;"CANON IRAC5550I NS XVC05603 + CANON IRAC5255 NS JMC19274
";01/07/2018;30/06/2022;Trimestrielle;16;18295,33;49;1348
;;;COSSET8050;38540513900010;COSSET NEYCENSAS;CTR-036462/0001;"CANON IR C3330I NS QTF13435 + Accessoires
";26/10/2016;31/03/2022;Trimestrielle;21;6900;320,43;440
;;;RESTOS2641;39339714600068;LES RESTOS DU COEUR;CTR-039441/0001;"CANON IR C5030I - NS GLM59987 - EDZ00919
";02/05/2018;30/09/2023;Trimestrielle;21;4422,84;185,93;282
;;Total BARBARO Xavier;;;;;;;;;;930064,73;10739,25;64757,73
;;BERTRAND Christophe;ATELIE0050;50965224400039;MSA SERVICES LIMOUSIN;CTR-033348/0001;"LEXMARK XM1140 - NS 701544LM0K42Z_x000D_
";17/12/2014;31/03/2020;Trimestrielle;21;1549,2;65,63;102
;;;CEPHOT3790;38330059700010;CE PHOTONIS SAS;CTR-034246/0001;"Lexmark XC2132 - NS 7527059467KXS_x000D_
";06/07/2015;31/12/2020;Trimestrielle;21;2551,6;207,87;168
;;;CFICRE4988;80168369900012;CFI CREDIT;CTR-032188/0001;MULTIFONCTION SHARP MX-2314NSF - 45048921;05/06/2014;30/09/2019;Trimestrielle;21;3873;121,86;255
;;;CFREYS8097;19190717900011;COLLEGE EUGENE FREYSSINET;CTR-033791/0001;"CANON IR 4245I - NS QXK02643 _x000D_
IRAC 5240I - NS JPA14340_x000D_
IR 3225N - NS DFK17818_x000D_
";12/03/2015;30/06/2020;Trimestrielle;21;7997;107,47;483,62
;;;CGT0328;77796677100027;UNION DEP SYNDICATS CGT;CTR-032447/0001;CANON IR C7055i FR - NS GQQ30241;04/09/2014;31/12/2019;Trimestrielle;21;8912;210,41;550
;;;CMB;Pas de Siret;CAPEA;CTR-033084/0003;"Contrat Forfait Intégral - A.P.P.E.L.
";17/11/2014;31/03/2020;Trimestrielle;21;790,6;26,02;53,2
;;;;19190695700011;;CTR-034472/0001;"MAPA CollègeLUBERSAC - XBO_x000D_
CANON IR 4235i - NS QXL06199_x000D_
CANON IR C5235i - NS JWF97717_x000D_
";27/08/2015;26/08/2019;Trimestrielle;16;7934,9;0;604,6
;;;;21191570700015;;CTR-000390/0006;Contrat Forfait Intégral - MAIRIE DE PALISSE;01/10/2015;31/12/2020;Trimestrielle;21;5730;0;365,34
;;;;39366629200015;;CTR-032220/0002;Contrat Forfait Intégral - TRANSPORTS SEMBLAT & FILS;11/06/2014;30/09/2019;Trimestrielle;21;450;6,65;30,28
;;;;42266123100015;;CTR-021349/0004;Contrat Forfait Intégral - SARL ATELIER ICI ET LA;01/04/2015;30/06/2020;Trimestrielle;21;4800;0;306,05
;;;;251925517;;CTR-029881/0005;Contrat Forfait Intégral - SYNDICAT DES EAUX  PUY DES FOURCHES;10/04/2017;30/09/2022;Trimestrielle;21;8887,21;494,19;548,43
;;;;25190820800027;;CTR-016415/0006;Contrat Forfait Intégral - SYNDICAT DES EAUX DU MAUMONT;11/01/2018;30/06/2023;Trimestrielle;21;4958,19;263,11;296
;;;;45135456700013;;CTR-019234/0007;Contrat Forfait Intégral - LE COMPTOIR D'HERBORISTERIE LES TISANIERS;09/01/2018;30/06/2023;Trimestrielle;21;7740,09;406,05;445,67
;;;;26190110200036;;CTR-001197/0004;Contrat Forfait Intégral -  SSIAD ARNAC POMPADOUR;01/07/2017;30/06/2021;Trimestrielle;16;1200,5;0;100,3
;;;;21190250700048;;CTR-015987/0006;Contrat Forfait Intégral - MAIRIE DE BEYSSENAC;12/01/2018;31/03/2023;Trimestrielle;20;5645,4;300,99;342,9
